,GEOID,COUNTY,LAT,LON,age_median,agg_travel_time,agg_travel_time_2011,contract_rent_25q,contract_rent_50q,contract_rent_75q,county,gross_rent_median,gross_rent_median_2011,household_income_median,household_income_median_2011,households,housing_median_value,housing_median_value_2011,housing_occupied,housing_owner_occupied,housing_renter_occupied,housing_units,housing_units_2011,housingcost_w_mort_2011,housingcost_w_mortgage,housingcost_wo_mort_2011,housingcost_wo_mortgage,male,mort_cost_%_of_income,mort_cost_%_of_income_2011,pop_over16_work,pop_over25_edu,pop_over25_edu_HS,pop_over25_edu_bach,pop_over25_edu_coll,pop_over25_edu_grad,pop_over25_edu_less_HS,population,population_2011,population_under18,poverty,poverty_2011,rs_tax_median_w_mort,tract,vacancy,white,geo_header,accommodates,bathrooms,bedrooms,beds,dailyrate,number_of_reviews,review_scores_location,review_scores_rating,airbnb_listings,mean_travel_time,airbnb_monthly_equal,airbnb_rent_mult,make_rent_median,make_rent_75q,%_occupied,airbnb_trans,%_non-whites,%_vacancy,%_poverty,airbnb_housing_density,airbnb_rental_density,cap_rate,airbnb_cap_rate,housing_affordability,%_hs_or_above,%_bach_or_above,ppl_per_household,%_male,chg_gross_rent_median,chg_household_income_median,chg_housing_units,chg_population,chg_housing_value_median,chg_mort_cost,chg_mort_cost_%_of_income,%_poverty_2011,chg_%_poverty,cap_rate_differential,id,coffee_count,green_rides,noise_count,uber_rides,bar_count,yellow_rides
829,36047057000,47,40.5992668,-73.9368826,50.3,80780,,918,982,1224,047,1096,907,62653,56480,1442,200700,197300,1442,1140,302,1475,1487,1424,1790,247,284,1778,25.5,23.4,1634,2897,877,642,653,285,440,3609,3049,512,306,131,3167,057000,33,2453,36,4.0,1.0,2.0,2.0,150.0,4.0,7.0,85.0,1.0,49.4369645043,4575.0,4.17427007299,7.30666666667,8.16,97.7627118644,1,32.0310335273,2.23728813559,8.47880299252,0.0677966101695,0.331125827815,6.55306427504,27.3542600897,72.9201582868,84.8118743528,31.9986192613,2.5027739251,49.2657245774,189.0,6173.0,-12.0,560.0,3400.0,366.0,2.1,4.29649065267,4.18231233985,20.8011958146,,0.0,67.0,247.0,90.0,0.0,19.0
830,36047057100,47,40.7247836,-73.9476187,33.3,,,1082,1555,1950,047,1634,1227,60750,64196,1898,680900,646900,1898,394,1504,2194,2294,2635,2208,535,524,1719,31.3,29.8,2337,3274,636,1073,739,629,197,3873,4512,321,334,316,4272,057100,296,3741,36,2.61904761905,1.06451612903,1.1746031746,1.46031746032,113.666666667,6.15873015873,9.65217391304,95.125,63.0,,3466.83333333,2.12168502652,14.3753665689,17.1554252199,86.5086599818,63,3.40821068939,13.4913400182,8.62380583527,2.87146763902,4.18882978723,2.87971802027,6.1098546042,57.3199728261,93.9828955406,51.9853390348,2.04056902002,44.3841982959,407.0,-3446.0,-100.0,-639.0,34000.0,-427.0,1.5,7.00354609929,1.62025973598,3.23013658393,3.0,3.0,7189.0,267.0,2368.0,4.0,7967.0
831,36047057200,47,40.5963688,-73.9382159,36.8,,53750,295,434,621,047,439,465,19933,14850,2111,,,2111,26,2085,2282,2270,,,,,1613,,,1204,2815,1231,369,513,36,666,4561,4774,1162,1887,2133,,057200,171,974,36,,,,,,,,,,,,,,,92.5065731814,0,78.6450339838,7.49342681858,41.3725060294,0.0,0.0,,,,76.3410301954,14.3872113677,2.16058739934,35.3650515238,-26.0,5083.0,12.0,-213.0,,,,44.6795140344,-3.30700800497,,,0.0,191.0,1384.0,46.0,0.0,14.0
832,36047057300,47,40.7280486,-73.9488298,33.9,43210,,854,1336,1829,047,1449,1179,60781,57130,1011,730400,727700,1011,312,699,1212,1280,2038,2538,752,743,961,35,31.9,1266,1847,479,535,291,301,241,2299,1990,164,343,252,3134,057300,201,1937,36,2.609375,1.1953125,1.109375,1.359375,136.90625,4.609375,9.71111111111,93.0222222222,64.0,34.131121643,4175.640625,2.88173956177,10.5838849578,13.3595069619,83.4158415842,64,15.7459765115,16.5841584158,14.9195302305,5.28052805281,9.15593705293,2.38061336254,6.86030770811,49.8924678224,86.951813752,45.2625879805,2.27398615232,41.8007829491,270.0,3651.0,-68.0,309.0,2700.0,500.0,3.1,12.6633165829,2.25621364762,4.47969434556,2.0,2.0,6103.0,346.0,2696.0,1.0,5280.0
833,36047057400,47,40.6011498,-73.9443385,45.7,,54335,845,944,1237,047,989,1188,90263,72125,1012,503200,602000,1012,734,278,1065,971,2750,2681,673,763,1392,29.5,35.7,1457,2236,562,524,447,264,439,2942,2763,438,274,603,3659,057400,53,1526,36,,,,,,,,,,,,,,,95.0234741784,0,48.1305234534,4.9765258216,9.31339225017,0.0,0.0,2.35850556439,,70.1409610842,80.366726297,35.2415026834,2.90711462451,47.3147518695,-199.0,18138.0,94.0,179.0,-98800.0,-69.0,-6.2,21.8241042345,-12.5107119844,,,0.0,36.0,57.0,44.0,1.0,12.0
834,36047057500,47,40.7321132,-73.9531903,32.6,68540,,1238,1655,1936,047,1752,1251,63026,59943,1874,707800,875000,1874,317,1557,2167,2114,2260,2090,883,783,1838,19.9,43.1,2134,2939,515,1135,417,623,249,3673,3705,397,574,714,1925,057500,293,2693,36,2.75657894737,1.10855263158,1.21232876712,1.50657894737,131.559210526,11.7039473684,9.49180327869,94.2704918033,152.0,32.1180880975,4012.55592105,2.29027164444,13.3171975796,14.7158073711,86.4790032303,152,26.6811870406,13.5209967697,15.6275524095,7.01430549146,9.76236351959,2.97033060186,6.80286395205,62.8249601276,91.5277305206,59.8162640354,1.95997865528,50.0408385516,501.0,3083.0,53.0,-32.0,-167200.0,-170.0,-23.2,19.2712550607,-3.64370265125,3.83253335019,8.0,8.0,37421.0,629.0,3533.0,12.0,25561.0
835,36047057600,47,40.5998731,-73.947571,42.9,60170,,880,1185,1408,047,1291,1147,63980,53750,1038,616700,578900,1038,560,478,1097,1050,2255,2551,766,844,1455,37.1,34,1291,2214,592,526,273,340,483,3090,3160,495,398,337,4143,057600,59,1939,36,16.0,1.5,4.0,16.0,161.0,58.0,10.0,97.0,1.0,46.6072811774,4910.5,3.80364058869,8.01863354037,8.74534161491,94.6216955333,1,37.2491909385,5.37830446673,12.8802588997,0.0911577028259,0.209205020921,2.51208042808,9.55505107832,52.2507513393,78.1842818428,39.1147244806,2.97687861272,47.0873786408,144.0,10230.0,47.0,-70.0,37800.0,296.0,3.1,10.664556962,2.21570193765,7.04297065024,1.0,1.0,18.0,60.0,42.0,0.0,25.0
836,36047057800,47,40.5994398,-73.9515127,42.2,50815,58920,841,1070,1237,047,1144,1050,40577,64663,1116,641300,637500,1116,357,759,1189,1159,3561,2895,745,1001,1474,34.4,33.8,1293,2137,602,460,384,247,444,3141,3202,648,459,290,3939,057800,73,1824,36,3.0,1.0,1.0,1.0,50.0,1.0,10.0,100.0,1.0,39.3000773395,1525.0,1.33304195804,22.88,24.74,93.8603868797,1,41.929321872,6.13961312027,14.6131805158,0.0841042893188,0.131752305665,2.14065180103,2.85357866833,29.2004893495,79.2232101076,33.0837622836,2.81451612903,46.9277300223,94.0,-24086.0,30.0,-61.0,3800.0,-666.0,0.6,9.05683947533,5.55634104043,0.712926867301,2.0,2.0,107.0,407.0,61.0,1.0,59.0
837,36047057900,47,40.7346532,-73.9489587,34,,,908,1190,1667,047,1366,1102,47143,43538,440,538500,513900,440,44,396,483,480,3531,3645,1001,,437,44.5,40.6,536,649,92,207,187,105,58,813,1039,69,148,96,2611,057900,43,635,36,3.5,1.14285714286,0.857142857143,1.78571428571,208.5,20.3571428571,8.64285714286,96.0,14.0,,6359.25,4.6553806735,6.551558753,7.99520383693,91.0973084886,14,21.8942189422,8.90269151139,18.2041820418,2.89855072464,3.53535353535,3.04401114206,14.1710306407,26.9450160037,91.063174114,48.0739599384,1.84772727273,53.7515375154,264.0,3605.0,3.0,-226.0,24600.0,114.0,3.9,9.23965351299,8.96452852883,11.1270194986,,0.0,534.0,11.0,572.0,0.0,1597.0
838,36047058000,47,40.5990068,-73.9554539,37.2,,,841,1104,1303,047,1195,1093,39311,41591,1257,760600,634200,1257,336,921,1282,1280,3073,2772,643,836,1925,33.2,35.4,1490,2629,626,503,476,289,735,3833,3414,824,499,478,4524,058000,25,2069,36,3.5,1.0,1.0,3.16666666667,53.8333333333,14.5,9.5,96.5,6.0,,1641.91666667,1.3739888424,22.1981424149,24.2043343653,98.0499219969,6,46.0213931646,1.95007800312,13.0185233499,0.468018720749,0.651465798046,1.88535366816,2.59045490402,29.5447029822,72.0426017497,30.1255230126,3.04932378679,50.2217584138,102.0,-2280.0,2.0,419.0,126400.0,-301.0,-2.2,14.0011716462,-0.982648296306,0.705101235866,2.0,2.0,66.0,313.0,57.0,0.0,73.0
839,36047058200,47,40.5985399,-73.9592618,33,51560,49025,883,1075,1249,047,1161,996,40046,31410,971,757900,767400,971,266,705,1032,1029,3060,3394,970,1001,1521,43.8,43.3,1102,1896,566,408,377,89,456,2997,2668,878,727,493,7727,058200,61,1759,36,2.0,1.0,1.0,1.0,72.0,0.0,,,1.0,46.7876588022,2196.0,1.89147286822,16.125,17.3472222222,94.0891472868,1,41.3079746413,5.91085271318,24.2575909243,0.0968992248062,0.141843971631,1.83823723446,3.47697585433,24.5813690827,75.9493670886,26.2130801688,3.08650875386,50.7507507508,165.0,8636.0,3.0,329.0,-9500.0,334.0,0.5,18.4782608696,5.77933005469,1.63873861987,1.0,1.0,166.0,263.0,65.0,2.0,179.0
840,36047058400,47,40.5940748,-73.9586719,40.6,,,933,1136,1373,047,1297,1083,55786,46923,1474,544200,450000,1474,443,1031,1575,1533,1553,1977,693,707,1721,32.5,32,1728,2632,805,768,264,480,315,3247,3453,465,305,599,3583,058400,101,2201,36,2.5,1.0,1.0,1.0,74.0,4.0,9.5,96.5,2.0,,2257.0,1.74016962221,17.527027027,18.5540540541,93.5873015873,2,32.2143517093,6.4126984127,9.39328611026,0.126984126984,0.193986420951,2.85997794928,4.97684674752,58.7864609678,88.0319148936,47.4164133739,2.20284938942,53.0027717893,214.0,8863.0,42.0,-206.0,94200.0,424.0,0.5,17.347234289,-7.95394817877,2.11686879824,,0.0,70.0,454.0,55.0,0.0,61.0
841,36047058600,47,40.5945637,-73.9546137,39.6,46510,35050,612,1032,1206,047,1154,1137,53636,41154,808,568300,559600,808,428,380,932,864,2349,2404,710,679,1310,41.7,39.4,1059,1730,409,264,201,161,695,2591,2324,626,411,515,3665,058600,124,1206,36,2.0,1.0,1.0,1.0,85.0,0.0,,,1.0,43.9187913126,2592.5,2.24653379549,13.5764705882,14.1882352941,86.69527897,1,53.4542647626,13.30472103,15.8626013122,0.107296137339,0.263157894737,2.43674115784,5.47422136196,46.4815585136,59.8265895954,24.5664739884,3.20668316832,50.5596294867,17.0,12482.0,68.0,267.0,8700.0,55.0,2.3,22.1600688468,-6.29746753458,3.03748020412,,0.0,24.0,79.0,22.0,1.0,17.0
842,36047058800,47,40.5896218,-73.958548,42.5,73650,56780,731,932,1433,047,1057,1118,67833,50750,1402,358200,296300,1402,585,817,1468,1414,1347,1924,777,687,1769,22.9,23.6,1741,2810,480,1134,494,331,371,3722,3205,688,737,413,3724,058800,66,2750,36,,,,,,,,,,42.3032739805,,,,,95.5040871935,0,26.1149919398,4.49591280654,19.8011821601,0.0,0.0,3.54103852596,,73.450493763,86.7971530249,52.1352313167,2.6547788873,47.5282106394,-61.0,17083.0,54.0,517.0,61900.0,577.0,-0.7,12.8861154446,6.91506671551,,,0.0,201.0,232.0,94.0,0.0,95.0
843,36047058900,47,40.7300502,-73.9405495,34.7,,,1268,1648,1948,047,1772,1503,83750,86797,776,733900,710200,776,211,565,841,826,2810,2655,898,490,820,26.8,23.9,1097,1406,282,475,215,392,42,1795,1710,220,139,123,3409,058900,65,1452,36,2.71428571429,1.07142857143,0.714285714286,1.35714285714,125.428571429,2.71428571429,9.66666666667,94.7142857143,14.0,,3825.57142857,2.15890035472,14.1275626424,15.5307517084,92.2711058264,14,19.1086350975,7.7288941736,7.74373259053,1.66468489893,2.47787610619,2.89739746559,6.25519241625,65.7172002511,97.012802276,61.6642958748,2.3131443299,45.6824512535,269.0,-3047.0,15.0,85.0,23700.0,-155.0,2.9,7.19298245614,0.550750134389,3.35779495066,,0.0,1610.0,106.0,645.0,2.0,1088.0
844,36047059000,47,40.5899885,-73.9546862,35.3,35980,43090,815,1133,1348,047,1207,1094,49063,49707,697,609900,571600,697,316,381,723,688,2453,2449,646,738,774,29.1,34,794,1332,372,312,226,186,236,1881,1826,382,368,144,3409,059000,26,792,36,2.25,1.0,1.0,1.5,75.0,4.0,10.0,99.5,4.0,45.314861461,2287.5,1.8951946976,16.0933333333,17.9733333333,96.4038727524,4,57.8947368421,3.59612724758,19.5640616693,0.553250345781,1.0498687664,2.37481554353,4.50073782587,41.7372737172,82.2822822823,37.3873873874,2.69870875179,41.1483253589,113.0,-644.0,35.0,55.0,38300.0,-4.0,-4.9,7.8860898138,11.6779718555,2.12592228234,1.0,1.0,1649.0,86.0,30.0,1.0,23.0
845,36047059100,47,40.723553,-73.9429265,33.4,83730,,1114,1533,2001,047,1646,1284,66693,58560,1845,640900,663100,1845,310,1535,2057,1946,2500,1845,622,774,1922,27.1,41.8,2334,3240,423,1168,811,484,354,3825,3659,374,355,320,2684,059100,212,3442,36,2.62352941176,1.08823529412,1.08235294118,1.32941176471,111.611764706,12.1529411765,9.46551724138,94.1206896552,85.0,35.8740359897,3404.15882353,2.06814023301,14.747549278,17.9282175609,89.6937287312,85,10.0130718954,10.3062712688,9.28104575163,4.13223140496,5.53745928339,3.08191605555,6.37383458923,75.3082655827,89.0740740741,50.987654321,2.07317073171,50.2483660131,362.0,8133.0,111.0,166.0,-22200.0,-655.0,-14.7,8.74555889587,0.535486855761,3.29191853368,1.0,1.0,6295.0,396.0,2267.0,1.0,5542.0
846,36047059200,47,40.5923379,-73.9514508,43.4,87835,71405,828,988,1178,047,1099,1038,54067,51796,1663,488300,559800,1663,675,988,1707,1664,2287,2032,753,772,2061,21.3,27.4,1876,3252,703,833,620,374,722,4379,4048,804,454,445,2900,059200,44,2740,36,2.0,1.0,1.0,1.0,50.0,0.0,,,1.0,46.8203624733,1525.0,1.38762511374,21.98,23.56,97.4223784417,1,37.428636675,2.57762155829,10.3676638502,0.0585823081429,0.101214574899,2.70079868933,3.74769608847,55.4328658136,77.7982779828,37.1156211562,2.63319302465,47.0655400776,61.0,2271.0,43.0,331.0,-71500.0,-255.0,-6.1,10.993083004,-0.625419153758,1.04689739914,,0.0,143.0,514.0,39.0,0.0,63.0
847,36047059300,47,40.7259943,-73.9383344,33.3,,28270,1028,1376,1712,047,1476,1388,62708,41830,840,604700,680100,840,162,678,998,1034,3446,2618,704,489,995,29.6,29.5,993,1571,355,479,398,146,193,2047,1471,284,233,222,3273,059300,158,1803,36,2.60784313725,1.1862745098,1.1568627451,1.35294117647,101.803921569,8.29411764706,8.84615384615,91.4615384615,51.0,,3105.01960784,2.10367182103,14.498459168,16.8166409861,84.1683366733,51,11.9198827553,15.8316633267,11.3825109917,5.11022044088,7.52212389381,2.92905573011,6.16177200167,49.901324166,87.7148313176,39.7835773393,2.4369047619,48.6077186126,88.0,20878.0,-36.0,576.0,-75400.0,-828.0,0.1,15.0917743032,-3.7092633115,3.23271627156,,0.0,2967.0,363.0,1445.0,0.0,2466.0
848,36047059401,47,40.5930119,-73.9476257,44.1,,151780,894,1069,1201,047,1153,1010,47593,62557,3048,624800,625200,3048,1426,1622,3203,2908,2806,2968,827,878,3583,33.8,28.3,3159,5489,1356,1547,981,677,928,7638,7115,1397,1372,991,4634,059401,155,5382,36,2.0,1.0,1.0,1.0,50.0,0.0,,,1.0,,1525.0,1.32263660017,23.06,24.02,95.1607867624,1,29.5365278869,4.83921323759,17.9628174915,0.0312207305651,0.0616522811344,2.21446862996,2.92893725992,33.4070361635,83.0934596466,40.5173984332,2.50590551181,46.9101859125,143.0,-14964.0,295.0,523.0,-400.0,162.0,5.5,13.9283204498,4.03449704174,0.714468629962,,0.0,83.0,60.0,57.0,2.0,18.0
849,36047059402,47,40.5946146,-73.9430181,47.4,99790,109055,867,1022,1252,047,1133,1097,68750,66732,1924,548800,527400,1924,1305,619,2109,2111,2033,2149,751,782,2071,24.3,32.4,2230,3541,818,1059,667,756,241,4462,4485,666,259,377,4348,059402,185,3446,36,,,,,,,,,,44.7488789238,,,,,91.2280701754,0,22.7700582698,8.77192982456,5.80457194083,0.0,0.0,2.47740524781,,66.6492166899,93.1940129907,51.2567071449,2.31912681913,46.414164052,36.0,2018.0,-2.0,-23.0,21400.0,116.0,-8.1,8.40579710145,-2.60122516062,,,0.0,177.0,352.0,58.0,0.0,41.0
850,36047059600,47,40.5910968,-73.9400566,47,38180,36125,544,731,1133,047,815,725,66172,51698,1107,191500,216300,1107,666,441,1182,1154,2088,2036,629,573,1156,19.8,27,945,1936,518,614,548,131,125,2416,2142,419,263,147,4023,059600,75,2274,36,,,,,,,,,,40.4021164021,,,,,93.654822335,0,5.87748344371,6.34517766497,10.8857615894,0.0,0.0,5.10704960836,,67.7103798297,93.5433884298,38.4814049587,2.18247515808,47.8476821192,90.0,14474.0,28.0,274.0,-24800.0,-52.0,-7.2,6.86274509804,4.02301649136,,,0.0,187.0,235.0,55.0,0.0,25.0
851,36047059800,47,40.5878962,-73.9362265,36.6,57635,57530,1010,1178,1394,047,1285,1343,65637,60038,1265,500300,560100,1265,815,450,1355,1341,2455,2281,747,689,1616,36.7,43.2,1447,2214,679,629,497,297,112,3365,3211,915,525,391,4394,059800,90,2497,36,,,,,,,,,,39.8306841742,,,,,93.3579335793,0,25.7949479941,6.64206642066,15.6017830609,0.0,0.0,3.08215070957,,59.9490355107,94.9412827462,41.8247515808,2.66007905138,48.0237741456,-58.0,5599.0,14.0,154.0,-59800.0,-174.0,-6.5,12.176891934,3.42489112694,,,0.0,141.0,107.0,16.0,0.0,30.0
852,36047060000,47,40.5870743,-73.9456922,42,120315,,980,1201,1435,047,1263,1102,50433,50507,2584,423300,527200,2584,1117,1467,2848,2683,2362,2411,672,715,2706,24.4,33.9,2644,4320,1012,1369,766,783,390,5510,5465,938,872,728,3564,060000,264,4979,36,3.2,1.0,1.0,1.4,83.0,17.4,9.5,93.5,5.0,45.5049167927,2531.5,2.00435471101,15.2168674699,17.2891566265,90.7303370787,5,9.63702359347,9.26966292135,15.8257713249,0.175561797753,0.340831629175,3.58043940468,7.17647058824,43.5789091663,90.9722222222,49.8148148148,2.13235294118,49.110707804,161.0,-74.0,165.0,45.0,-103900.0,49.0,-9.5,13.3211344922,2.50463683264,3.59603118356,,0.0,301.0,270.0,128.0,4.0,108.0
853,36047060600,47,40.5864511,-73.9561684,44.3,39635,38080,747,1086,1459,047,1167,1153,26296,33616,1108,280600,294100,1108,339,769,1193,1171,1594,1289,503,547,1062,28.7,18,964,2042,613,571,473,211,174,2552,2603,397,798,453,3339,060600,85,2007,36,3.42857142857,1.0,1.42857142857,2.42857142857,82.5714285714,2.28571428571,10.0,96.25,7.0,41.1151452282,2518.42857143,2.15803647937,14.1332179931,17.669550173,92.8751047779,7,21.355799373,7.12489522213,31.2695924765,0.586756077117,0.910273081925,4.99073414113,10.7701863354,42.500646496,91.4789422135,38.2957884427,2.30324909747,41.6144200627,14.0,-7320.0,22.0,-51.0,-13500.0,-305.0,10.7,17.4029965425,13.866595934,5.77945219428,,0.0,29568.0,598.0,61.0,2.0,85.0
854,36047060800,47,40.5839493,-73.9490961,41.9,62415,,980,1209,1621,047,1354,1174,55400,53333,1438,458000,559900,1438,543,895,1828,1586,2667,2529,790,531,1374,33.1,29.8,1488,2361,495,746,588,375,157,3031,2750,525,492,416,2133,060800,390,2624,36,,,,,,,,,,41.9455645161,,,,,78.6652078775,0,13.4279115803,21.3347921225,16.2322665787,0.0,0.0,3.54759825328,,45.637274285,93.3502753071,47.4798814062,2.10778859527,45.331573738,180.0,2067.0,242.0,281.0,-101900.0,-138.0,3.3,15.1272727273,1.10499385141,,2.0,2.0,545.0,115.0,116.0,2.0,102.0
855,36047061002,47,40.5748504,-73.9563566,43.8,104675,77675,928,1145,1419,047,1201,1057,61080,52656,2002,631400,552000,2002,1147,855,2242,2141,2226,2764,433,569,2283,33.9,22.7,2243,3523,408,1426,716,812,161,4499,4037,786,596,793,2645,061002,240,4337,36,4.0,1.0,1.0,2.0,155.0,18.0,10.0,99.0,1.0,46.6674097191,4727.5,3.93630308077,7.74838709677,9.15483870968,89.2952720785,1,3.60080017782,10.7047279215,13.2473883085,0.0446030330062,0.116959064327,2.28254672157,8.98479569211,46.0383502171,95.4300312234,63.5254044848,2.24725274725,50.7446099133,144.0,8424.0,101.0,462.0,79400.0,538.0,11.2,19.6432994798,-6.3959111713,6.70224897054,,0.0,12.0,209.0,55.0,0.0,22.0
856,36047061003,47,40.5814205,-73.9587054,35.8,,,763,1055,1252,047,1293,1166,46217,30735,591,478600,540000,591,211,380,630,506,1225,1328,747,550,863,22.2,14.3,676,1141,404,229,301,60,147,1824,1332,389,336,294,1670,061003,39,864,36,4.92307692308,1.03846153846,1.07692307692,2.76923076923,95.4615384615,6.61538461538,9.11111111111,88.5555555556,13.0,,2911.57692308,2.25179963115,13.5447219984,13.1152296535,93.8095238095,13,52.6315789474,6.19047619048,18.4210526316,2.06349206349,3.42105263158,3.24195570414,7.30023465878,72.5040788153,87.1165644172,25.328659071,3.08629441624,47.3135964912,127.0,15482.0,124.0,492.0,-61400.0,103.0,7.9,22.0720720721,-3.65101944049,4.05827895464,1.0,1.0,156.0,452.0,64.0,0.0,180.0
857,36047061004,47,40.5798725,-73.9557672,50.4,96340,85300,260,859,1153,047,948,984,21220,25705,3025,398000,326700,3025,498,2527,3308,3118,989,1809,681,465,2863,25.6,26.1,2188,4971,1463,1252,1238,557,461,6255,5283,952,2182,1275,3617,061004,283,5764,36,2.57142857143,1.0,1.14285714286,1.42857142857,503.285714286,3.85714285714,9.66666666667,94.3333333333,7.0,44.0310786106,15350.2142857,16.1922091621,1.88362191314,2.29094521714,91.4449818622,7,7.84972022382,8.55501813785,34.8840927258,0.211608222491,0.277008310249,2.85829145729,46.2820531228,24.4379952091,90.7262120298,36.3910681955,2.06776859504,45.7713828937,-36.0,-4485.0,190.0,972.0,71300.0,820.0,-0.5,24.1340147643,10.7500779615,43.4237616655,1.0,1.0,143.0,870.0,123.0,0.0,75.0
858,36047061200,47,40.5808755,-73.9493716,42.2,10070,9955,757,1271,1866,047,1387,1253,67813,68958,383,875000,886600,383,242,141,453,479,4001,3200,1001,1001,481,23.8,34,331,747,196,259,166,103,23,1021,1064,210,228,208,5109,061200,70,1021,36,2.5,1.0,0.5,1.0,98.5,1.0,10.0,100.0,2.0,30.4229607251,3004.25,2.16600576784,14.0812182741,18.9441624365,84.5474613687,2,0.0,15.4525386313,22.3310479922,0.441501103753,1.41843971631,1.90217142857,4.12011428571,44.1490885417,96.9210174029,48.4605087015,2.66579634465,47.110675808,134.0,-1145.0,-26.0,-43.0,-11600.0,-801.0,-10.2,19.5488721805,2.78217581171,2.21794285714,,0.0,30.0,55.0,56.0,0.0,21.0
859,36047061600,47,40.5766902,-73.9426554,50.1,24365,,1327,1405,1482,047,1482,1056,89063,79688,535,918100,949400,535,498,37,605,589,3071,4001,1001,1001,852,28.9,29.1,545,1333,311,371,141,344,166,1757,1769,291,261,369,7087,061600,70,1696,36,3.0,1.66666666667,1.33333333333,1.66666666667,174.333333333,17.3333333333,9.5,98.0,3.0,44.7064220183,5317.16666667,3.58783175888,8.50095602294,8.50095602294,88.4297520661,3,3.4718269778,11.5702479339,14.8548662493,0.495867768595,8.10810810811,1.937043895,6.94978760484,46.3753853203,87.5468867217,53.6384096024,3.28411214953,48.4917472965,426.0,9375.0,16.0,-12.0,-31300.0,930.0,-0.2,20.8592425099,-6.0043762606,5.01274370984,1.0,1.0,106.0,27.0,25.0,0.0,22.0
860,36047062000,47,40.5788518,-73.9460579,42.7,33410,31235,1253,1582,1921,047,1637,1581,95909,99125,696,1000001,1000001,696,563,133,803,727,3715,3795,1001,1001,1120,36.4,34.6,712,1467,233,600,271,317,46,2102,1874,511,276,156,7408,062000,107,2078,36,,,,,,,,,,46.9241573034,,,,,86.6749688667,0,1.1417697431,13.3250311333,13.1303520457,0.0,0.0,1.9643980356,,52.6509661836,96.8643490116,62.5085207907,3.02011494253,53.2825880114,56.0,-3216.0,76.0,228.0,0.0,80.0,1.8,8.32443970117,4.8059123445,,,0.0,30.0,30.0,12.0,0.0,21.0
861,36047062200,47,40.584995,-73.9355821,50.3,53070,48190,1108,1449,1854,047,1638,1307,52036,48519,1293,516500,447000,1293,631,662,1577,1394,1871,2261,750,718,1416,33.6,31.5,1034,2462,748,521,551,433,209,3054,2946,480,502,401,3259,062200,284,2780,36,3.7,1.15,1.8,2.0,122.4,14.7,9.42857142857,96.2857142857,10.0,51.3249516441,3733.2,2.27912087912,13.3823529412,15.1470588235,81.9911223843,10,8.97184020956,18.0088776157,16.4374590701,0.634115409004,1.51057401813,3.80561471442,8.67345595353,47.9470735663,91.5109666937,38.7489845654,2.36194895592,46.3654223969,331.0,3517.0,183.0,108.0,69500.0,390.0,2.1,13.61167685,2.82578222011,4.86784123911,,0.0,372.0,370.0,169.0,1.0,158.0
862,36047062600,47,40.5923335,-73.9344391,40.9,39280,,692,1012,1233,047,1028,985,41667,44007,1086,364400,433700,1086,663,423,1155,1100,2428,2342,597,542,1200,38,44.8,976,1802,491,474,485,152,200,2620,2363,600,656,133,3799,062600,69,1792,36,4.0,1.0,1.0,3.0,50.0,8.0,8.0,93.0,1.0,40.2459016393,1525.0,1.48346303502,20.56,24.66,94.025974026,1,31.6030534351,5.97402597403,25.0381679389,0.0865800865801,0.236406619385,3.38529088913,5.02195389682,37.0650085397,88.9012208657,34.7391786903,2.41252302026,45.8015267176,43.0,-2340.0,55.0,257.0,-69300.0,-86.0,-6.8,5.62843842573,19.4097295132,1.63666300768,,0.0,61.0,295.0,15.0,1.0,24.0
863,36047062800,47,40.589588,-73.9273296,42.5,,,868,1094,1234,047,1186,1096,65313,62520,1980,401900,446000,1980,1644,336,2097,2013,2172,2081,625,666,2594,32.6,31,2349,3834,1668,502,1039,354,271,5456,5065,1025,494,362,2495,062800,117,5251,36,2.66666666667,1.0,1.0,1.0,731.666666667,33.6666666667,9.5,97.5,3.0,,22315.8333333,18.8160483418,1.62095671982,1.68656036446,94.4206008584,3,3.7573313783,5.57939914163,9.05425219941,0.143061516452,0.892857142857,3.54117939786,66.631002737,65.3862325805,92.9316640584,22.326551904,2.75555555556,47.5439882698,90.0,2793.0,84.0,391.0,-44100.0,-91.0,1.6,7.14708785785,1.90716434157,63.0898233391,2.0,2.0,326.0,141.0,66.0,3.0,44.0
864,36047063200,47,40.5997604,-73.9315683,46.1,25225,,746,1056,1319,047,1119,988,53094,51386,637,248200,302600,637,434,203,725,686,1531,1938,572,676,689,24.2,16.9,597,1087,345,306,252,89,95,1454,1337,256,64,128,2963,063200,88,1255,36,,,,,,,,,,42.2529313233,,,,,87.8620689655,0,13.6863823934,12.1379310345,4.40165061898,0.0,0.0,5.41015310234,,57.0755933953,91.260349586,36.3385464581,2.28257456829,47.386519945,131.0,1708.0,39.0,117.0,-54400.0,407.0,7.3,9.5736724009,-5.17202178192,,2.0,2.0,12.0,230.0,48.0,0.0,19.0
